Gender,Age,Debt,Married,BankCustomer,Industry,PriorDefault,Employed,CreditScore,DriversLicense,Citizen,ZipCode,Income,Approved,Approved_enc,Gender_Male,Married_Yes,BankCustomer_Yes,Industry_ConsumerDiscretionary,Industry_ConsumerStaples,Industry_Education,Industry_Energy,Industry_Financials,Industry_Healthcare,Industry_Industrials,Industry_InformationTechnology,Industry_Materials,Industry_Real Estate,Industry_Research,Industry_Transport,Industry_Unknown,Industry_Utilities,Industry_communicationservices,Industry_consumerdiscretionary,Industry_consumerstaples,Industry_education,Industry_energy,Industry_financials,Industry_healthcare,Industry_industrials,Industry_informationtechnology,Industry_materials,Industry_real estate,Industry_research,Industry_transport,Industry_utilities,PriorDefault_Yes,Employed_Yes,DriversLicense_Yes,Citizen_ByOtherMeans,Citizen_Temporary,Citizen_Unknown,Citizen_bybirth,Citizen_byothermeans,Citizen_temporary
Male,15.9,4.23,Yes,Yes,InformationTechnology,Yes,No,56.0,Yes,bybirth,85317,92239.0,Approved,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
Female,15.15,19.76,Yes,Yes,Education,Yes,Yes,21.0,No,Unknown,9450,47162.0,Approved,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
Female,60.01,12.19,No,Yes,ConsumerDiscretionary,Yes,Yes,20.0,Yes,ByBirth,3991,78372.0,Approved,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Female,73.65,9.97,No,No,CommunicationServices,Yes,Yes,49.0,Yes,ByBirth,71597,21635.0,Approved,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Male,62.88,0.37,Yes,Yes,ConsumerDiscretionary,Yes,Yes,67.0,No,Temporary,94365,49471.0,Approved,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Female,21.69,14.18,No,Yes,ConsumerDiscretionary,No,No,37.0,No,ByBirth,43613,97458.0,Rejected,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,47.61,20.6,No,No,Research,Yes,Yes,56.0,No,Temporary,76588,19885.0,Approved,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Female,47.61,2.86,No,No,Energy,Yes,Yes,19.0,Yes,Temporary,14780,37093.0,Approved,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0
Male,47.61,24.77,No,No,InformationTechnology,Yes,Yes,13.0,Yes,ByBirth,15378,74543.0,Rejected,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Female,35.33,8.84,Yes,No,Transport,Yes,Yes,23.0,No,ByBirth,69322,22827.0,Approved,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Female,66.69,24.7,Yes,Yes,Transport,Yes,No,60.0,Yes,Unknown,75428,29337.0,Approved,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
Female,17.38,17.11,Yes,No,Transport,No,Yes,28.0,No,ByBirth,42026,59509.0,Rejected,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Male,45.82,14.08,No,No,Education,Yes,Yes,10.0,No,ByBirth,70232,80550.0,Approved,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Female,53.36,23.19,Yes,Yes,ConsumerStaples,Yes,Yes,52.0,No,ByBirth,19128,66936.0,Approved,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Female,47.7,22.45,Yes,No,Education,Yes,Yes,34.0,Yes,ByBirth,25199,93572.0,Approved,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Male,61.5,1.41,Yes,Yes,Industrials,Yes,Yes,41.0,Yes,bybirth,31325,93388.0,Approved,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0
Male,38.87,19.71,Yes,Yes,Materials,Yes,No,33.0,Yes,ByBirth,80712,48936.0,Rejected,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Female,65.84,25.54,No,No,transport,Yes,Yes,46.0,Yes,bybirth,40599,45132.0,Approved,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0
Female,19.64,8.54,Yes,Yes,Materials,Yes,No,3.0,No,ByOtherMeans,84610,3021.0,Rejected,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Female,54.31,11.75,Yes,Yes,ConsumerDiscretionary,Yes,Yes,20.0,Yes,ByBirth,65721,91907.0,Approved,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Male,49.51,26.47,No,Yes,Industrials,No,Yes,16.0,Yes,ByBirth,88822,42693.0,Rejected,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Male,16.83,24.13,No,Yes,Unknown,Yes,Yes,19.0,Yes,ByBirth,67381,71534.0,Approved,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Male,68.63,15.71,Yes,Yes,Education,No,No,7.0,Yes,bybirth,50357,33124.0,Rejected,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Male,54.13,0.02,No,No,CommunicationServices,Yes,No,67.0,Yes,bybirth,46043,7459.0,Approved,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
Female,13.87,23.67,Yes,No,CommunicationServices,No,Yes,42.0,Yes,ByOtherMeans,24857,45384.0,Rejected,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
Female,60.12,1.38,Yes,Yes,Energy,Yes,Yes,50.0,No,ByOtherMeans,92991,45864.0,Approved,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Male,47.61,21.76,No,No,ConsumerStaples,No,Yes,11.0,No,ByBirth,56607,14714.0,Rejected,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Female,54.84,6.82,Yes,No,energy,Yes,No,62.0,No,ByBirth,45203,75445.0,Approved,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Male,23.65,7.86,No,Yes,Industrials,No,Yes,6.0,Yes,Temporary,39940,47966.0,Rejected,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
Male,55.84,1.61,No,No,Energy,No,Yes,36.0,Yes,ByBirth,89339,28233.0,Rejected,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Male,39.22,2.73,Yes,No,Energy,Yes,No,59.0,Yes,ByOtherMeans,89375,81533.0,Approved,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
Female,57.18,24.9,Yes,Yes,transport,No,Yes,30.0,No,Temporary,73845,87628.0,Rejected,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
Female,46.35,16.65,Yes,Yes,Real Estate,Yes,Yes,2.0,No,Unknown,59900,49471.0,Approved,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
Female,60.35,7.32,Yes,No,Transport,Yes,Yes,2.0,Yes,ByBirth,8702,92176.0,Approved,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Female,47.61,21.69,No,No,Healthcare,Yes,No,30.0,No,Unknown,32988,28153.0,Rejected,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Female,41.18,26.96,No,Yes,Utilities,No,Yes,52.0,No,bybirth,98914,64373.0,Rejected,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Female,68.99,9.01,No,No,Industrials,Yes,Yes,19.0,Yes,ByBirth,13745,66824.0,Approved,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Female,27.06,18.91,No,Yes,InformationTechnology,Yes,Yes,8.0,No,ByBirth,13372,69861.0,Approved,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Male,67.08,24.54,Yes,No,Transport,No,No,7.0,Yes,ByBirth,52932,77811.0,Rejected,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Male,29.57,16.89,No,No,Healthcare,Yes,Yes,62.0,Yes,ByBirth,64533,20265.0,Approved,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Male,69.61,18.9,No,Yes,Materials,Yes,Yes,20.0,No,ByBirth,22719,49452.0,Approved,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Male,14.07,19.81,No,No,Unknown,No,No,33.0,Yes,ByOtherMeans,64639,49471.0,Rejected,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Female,40.09,1.36,Yes,Yes,Real Estate,Yes,Yes,63.0,Yes,ByOtherMeans,35111,38102.0,Approved,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
Male,42.39,4.31,No,Yes,Energy,Yes,Yes,46.0,Yes,ByBirth,44790,12223.0,Approved,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Female,47.61,21.23,No,No,Research,No,Yes,6.0,No,Unknown,3527,99443.0,Rejected,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Male,54.54,18.83,No,Yes,Unknown,Yes,Yes,25.0,No,ByBirth,93069,68620.0,Approved,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Male,41.6,22.41,Yes,Yes,Education,Yes,Yes,29.0,No,ByOtherMeans,28020,88083.0,Approved,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Male,47.61,19.67,Yes,Yes,Financials,Yes,Yes,36.0,Yes,ByBirth,86176,84328.0,Approved,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Male,37.4,17.89,Yes,Yes,Research,No,Yes,47.0,Yes,ByBirth,42986,73021.0,Approved,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Male,60.13,12.81,Yes,Yes,ConsumerStaples,Yes,No,31.0,Yes,Temporary,38786,6452.0,Rejected,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
Female,62.9,7.58,Yes,No,utilities,Yes,No,30.0,Yes,ByBirth,6872,74663.0,Rejected,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
Female,44.89,25.55,No,No,ConsumerDiscretionary,Yes,No,14.0,Yes,bybirth,14747,68380.0,Rejected,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
Male,73.39,22.52,No,No,Materials,Yes,Yes,5.0,Yes,ByBirth,9508,20751.0,Rejected,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Male,35.96,4.09,No,No,Unknown,Yes,No,60.0,No,ByBirth,14075,6925.0,Rejected,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Female,77.46,25.72,Yes,Yes,communicationservices,No,Yes,23.0,Yes,ByBirth,74376,92984.0,Rejected,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Male,47.27,4.1,Yes,Yes,Financials,Yes,Yes,5.0,No,byothermeans,5166,88028.0,Approved,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
Female,47.61,22.1,No,Yes,InformationTechnology,No,Yes,62.0,Yes,ByBirth,72751,53793.0,Rejected,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Male,57.7,11.01,No,Yes,Materials,Yes,Yes,54.0,Yes,ByBirth,56906,35008.0,Approved,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Female,49.37,8.45,No,Yes,Financials,No,Yes,40.0,Yes,ByOtherMeans,33784,70477.0,Rejected,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
Female,34.21,13.35,No,Yes,ConsumerStaples,No,Yes,51.0,No,ByOtherMeans,46539,5692.0,Rejected,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Male,49.06,12.32,Yes,Yes,Transport,Yes,Yes,61.0,Yes,ByBirth,13938,49471.0,Approved,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Male,70.22,26.41,No,Yes,Materials,Yes,No,63.0,Yes,ByBirth,2872,68859.0,Approved,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Male,47.61,0.59,No,Yes,Materials,No,Yes,10.0,Yes,ByBirth,69464,32388.0,Rejected,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Female,72.47,10.49,Yes,Yes,Industrials,Yes,Yes,8.0,Yes,ByBirth,79494,49471.0,Approved,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Female,51.4,6.38,Yes,Yes,Unknown,Yes,Yes,45.0,Yes,ByBirth,37372,60237.0,Approved,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Male,32.59,13.81,Yes,No,ConsumerDiscretionary,No,Yes,4.0,Yes,ByBirth,38935,46515.0,Rejected,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Female,66.54,14.57,No,No,utilities,Yes,Yes,47.0,Yes,ByOtherMeans,85735,85241.0,Approved,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
Female,34.04,15.64,Yes,No,Utilities,No,Yes,12.0,Yes,ByBirth,93173,30221.0,Rejected,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Female,73.48,26.22,Yes,Yes,Materials,Yes,Yes,16.0,Yes,bybirth,13945,2315.0,Rejected,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0
Male,23.39,19.29,No,No,Energy,Yes,Yes,54.0,Yes,ByBirth,23645,25728.0,Approved,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Male,47.61,23.69,No,No,Unknown,Yes,Yes,0.0,Yes,bybirth,71984,49575.0,Rejected,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0
Female,75.12,21.02,Yes,No,real estate,Yes,Yes,6.0,Yes,ByBirth,41611,49471.0,Approved,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0
Female,59.18,1.52,Yes,No,ConsumerStaples,No,Yes,2.0,No,ByBirth,41257,91800.0,Rejected,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Male,78.23,11.23,Yes,No,Industrials,Yes,Yes,19.0,Yes,ByOtherMeans,41357,45840.0,Approved,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
Female,47.61,15.37,Yes,No,Education,No,Yes,33.0,Yes,ByBirth,67530,65951.0,Rejected,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Female,61.45,4.16,Yes,Yes,ConsumerStaples,No,Yes,64.0,Yes,ByBirth,53029,40455.0,Approved,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Male,77.76,10.29,No,No,Education,No,Yes,33.0,Yes,ByBirth,43630,49471.0,Rejected,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Female,71.02,19.72,Yes,Yes,InformationTechnology,Yes,No,51.0,Yes,ByOtherMeans,89057,45624.0,Approved,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
Male,31.33,3.28,Yes,Yes,Industrials,Yes,Yes,13.0,No,ByBirth,5649,97650.0,Approved,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Female,23.84,5.68,Yes,Yes,InformationTechnology,No,Yes,41.0,Yes,ByBirth,92748,29073.0,Rejected,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Male,63.05,17.16,Yes,Yes,ConsumerDiscretionary,Yes,Yes,1.0,No,ByOtherMeans,38764,90741.0,Approved,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Male,76.33,14.08,No,Yes,Healthcare,Yes,No,54.0,Yes,ByBirth,53983,9819.0,Rejected,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Male,14.41,26.51,No,No,Real Estate,Yes,Yes,58.0,Yes,ByBirth,78875,61968.0,Approved,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Male,59.9,5.63,No,Yes,Healthcare,Yes,Yes,18.0,Yes,ByBirth,89201,49471.0,Approved,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Female,73.94,16.49,Yes,Yes,Financials,Yes,Yes,10.0,No,ByOtherMeans,80254,49471.0,Approved,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Male,69.8,2.03,No,Yes,Transport,No,Yes,8.0,Yes,ByBirth,55889,90022.0,Rejected,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Female,45.76,9.19,Yes,Yes,ConsumerStaples,No,No,20.0,No,ByBirth,37140,49471.0,Rejected,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,75.42,16.62,Yes,Yes,Financials,No,Yes,38.0,No,Temporary,49570,96632.0,Rejected,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Female,18.21,7.85,Yes,No,Real Estate,Yes,Yes,1.0,Yes,ByOtherMeans,7879,28624.0,Rejected,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
Male,49.6,19.05,No,Yes,InformationTechnology,No,Yes,13.0,Yes,ByBirth,18603,3524.0,Rejected,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Male,78.93,12.85,Yes,No,utilities,Yes,Yes,4.0,Yes,ByBirth,54639,60435.0,Approved,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0
Female,67.12,26.36,No,No,InformationTechnology,No,Yes,54.0,No,ByBirth,64441,80459.0,Rejected,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Female,74.69,13.91,Yes,Yes,Industrials,Yes,Yes,32.0,No,ByBirth,85890,4289.0,Approved,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Male,26.39,14.21,Yes,No,InformationTechnology,Yes,Yes,60.0,Yes,ByOtherMeans,66182,56955.0,Approved,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
Female,36.84,15.85,No,Yes,Education,No,Yes,33.0,Yes,byothermeans,80435,44310.0,Rejected,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
Female,38.44,11.48,No,Yes,Unknown,Yes,Yes,36.0,Yes,ByOtherMeans,80870,90175.0,Approved,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
Male,27.93,22.1,No,Yes,Research,Yes,Yes,33.0,No,ByBirth,93803,49471.0,Approved,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Female,46.06,8.62,Yes,Yes,ConsumerDiscretionary,No,Yes,15.0,Yes,ByBirth,74960,20575.0,Rejected,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
